"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Significant","Direction"
5.37661186412385,9.01440594051696,24.319041762331,5.86241990945127e-31,1.2520956442606e-26,59.6620996250757,"GPR15LG",TRUE,"Up"
1.99133463787323,6.23077791653193,19.8707154060591,1.19023810741036e-26,8.59595902972739e-23,50.1934181906207,"INA",TRUE,"Up"
5.81008426038334,10.6103923307578,19.7536353865405,1.58080859314228e-26,8.59595902972739e-23,49.9197340798309,"SERPINB3",TRUE,"Up"
5.3650529570688,10.7558301851759,19.7461348182343,1.60988089329102e-26,8.59595902972739e-23,49.9021542594438,"LCE3D",TRUE,"Up"
3.17613616871633,5.72665472659491,19.2336582172543,5.6625578522138e-26,2.41881821215165e-22,48.687552047659,"GDA",TRUE,"Up"
1.27718210796973,6.91904427118962,18.9913139193243,1.0354329869759e-25,3.62699024254012e-22,48.1038057366581,"PLBD1",TRUE,"Up"
7.31242945969198,10.0551516587722,18.9361944703593,1.18873170230269e-25,3.62699024254012e-22,47.9701836658878,"DEFB4A",TRUE,"Up"
6.00753881626901,7.08677395986737,17.969460355089,1.40665967369168e-24,3.39085835304492e-21,45.5739635065765,"SPRR2C",TRUE,"Up"
7.22314011624751,10.0910228786217,17.9634487950686,1.42886624109956e-24,3.39085835304492e-21,45.5587452498161,"SERPINB4",TRUE,"Up"
3.76049025024128,7.01479368785499,17.7866090962943,2.26898447102599e-24,4.8460970332173e-21,45.1092828381806,"S100A7A",TRUE,"Up"
1.68871787594088,5.98364530335574,17.7181053932479,2.71653234906181e-24,5.27451799193293e-21,44.9342351301258,"RGS20",TRUE,"Up"
4.40850812496338,8.94584852365418,17.2220304894752,1.01543159477949e-23,1.80729900010836e-20,43.650806707615,"AKR1B10",TRUE,"Up"
5.0877384233738,11.5570329498815,17.1633670825048,1.18885218413264e-23,1.95319268836191e-20,43.4971778603993,"SPRR2D",TRUE,"Up"
5.71198434040523,10.4040123963976,17.0473270805462,1.62577178265714e-23,2.48023098099937e-20,43.1921198825701,"PI3",TRUE,"Up"
2.03012904976914,8.00205738973241,16.6402037805345,4.93245941949801e-23,7.02316455210923e-20,42.1094151835936,"ADAP2",TRUE,"Up"
6.13072605496839,11.4009085355245,16.4471310763733,8.40336478113712e-23,1.12174415622204e-19,41.589120461196,"S100A9",TRUE,"Up"
2.83191871077001,6.79958161797271,16.3285848812881,1.16797045699847e-22,1.46738311885725e-19,41.2674555626801,"HPSE",TRUE,"Up"
1.63919722276917,4.95129710110055,16.2409837896006,1.49119184338355e-22,1.76938196616588e-19,41.0286726603289,"CLEC7A",TRUE,"Up"
2.34714671012667,7.97442910306223,15.8722527109358,4.2104951229659e-22,4.73303972822661e-19,40.0133864638254,"GDPD3",TRUE,"Up"
-1.00101249584431,5.66080009957664,-15.7739171419631,5.56815415059917e-22,5.94623181742485e-19,39.7398156634801,"ZSCAN18",TRUE,"Down"
5.43096202379674,6.93292392559551,15.6493808297154,7.94574983132524e-22,8.08120594749736e-19,39.391642302112,"S100A12",TRUE,"Up"
1.97768316323807,6.76541461057112,15.6330884033788,8.32522237364099e-22,8.08227724801019e-19,39.345950628411,"BMAL2",TRUE,"Up"
2.30640154676338,9.42304276745855,15.534734418465,1.10406777286636e-21,1.02524693447303e-18,39.0694192817313,"GGH",TRUE,"Up"
1.02986129813235,6.82101316513384,15.3001513011482,2.17479419573945e-21,1.93538560135846e-18,38.4049932577789,"RABIF",TRUE,"Up"
4.67627475187427,12.3031827775171,15.2577752491179,2.45984480799798e-21,2.10149461636884e-18,38.2842324427682,"S100A7",TRUE,"Up"
2.25989941866831,8.62066593318592,15.2305729127236,2.66252272552708e-21,2.18716001430028e-18,38.206593593948,"TMEM45B",TRUE,"Up"
-1.16957815356286,5.32465509184875,-15.148741584817,3.3803860663077e-21,2.58519499829019e-18,37.9724737307648,"PPFIBP1",TRUE,"Down"
4.27825325648595,9.28335646856564,15.138858542883,3.47945242263715e-21,2.58519499829019e-18,37.9441410033754,"IL36G",TRUE,"Up"
1.14956474079657,4.64067639070927,15.1358499636706,3.51019079269668e-21,2.58519499829019e-18,37.9355135470317,"CDK5R1",TRUE,"Up"
1.83048941223969,5.44199245375953,15.0022127813649,5.19374556554276e-21,3.69760059296208e-18,37.5511353347746,"SLC7A11",TRUE,"Up"
