"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene"
4.89241699996513,9.74507438252483,12.8982489707889,4.88788084374652e-21,5.06152607165942e-17,36.8739780079489,"FOLH1"
2.35853446533321,8.49586548768042,12.8897988336981,5.0620322748869e-21,5.06152607165942e-17,36.8409174634488,"CFI"
4.92210019828946,9.61318024973027,12.7079532881188,1.07749243129665e-20,7.18256454702349e-17,36.1271300043132,"FOLH1B"
3.41870121168404,10.6943519534624,10.2391272575009,4.36011657230388e-16,2.17984028032333e-12,26.0368605138801,"LCN2"
1.51705204158906,9.25989858366192,10.1233528080526,7.26785984581487e-16,2.58645038712016e-12,25.5481961499805,"C2"
-0.890916976756867,5.19850157800268,-10.1085183627459,7.76012717407789e-16,2.58645038712016e-12,25.4855051353866,"KHDRBS2"
1.33645815947286,8.66629437005791,9.79095287571668,3.16675824272162e-15,9.04697590542099e-12,24.1395328642986,"NFKBIZ"
0.677954229342796,8.04779166910891,9.64065694564391,6.17362373044886e-15,1.54325159201895e-11,23.5001194904997,"DENND2B"
4.64156008942202,10.4580112217767,9.48463059999449,1.23603585257683e-14,2.74647166442572e-11,22.8349005756573,"DUOX2"
-2.40633594026001,7.39277473447638,-9.42396605339997,1.6194967321511e-14,3.23866956495578e-11,22.5758998641467,"PAQR5"
-1.14415481696504,7.2010555014982,-9.2229265023833,3.96923634324174e-14,7.21607167201348e-11,21.7163221841218,"FZD7"
3.05186866946461,9.83964384394506,8.94955906691772,1.34570634081131e-13,2.07011041565728e-10,20.5449527454792,"MUC1"
-1.46939982130813,5.70107263326045,-8.84757510778568,2.1229453826645e-13,3.03247584018034e-10,20.1073955475089,"LIN7A"
0.943934592242998,10.0294430973032,8.66522473557141,4.79815385458014e-13,6.39689871892625e-10,19.3245390396085,"CTSS"
-2.68322435019908,7.2568169519631,-8.61037007862556,6.13224325643397e-13,7.60002895699305e-10,19.0889597354946,"CDHR1"
-1.38773107334261,7.17864498385226,-8.598704549775,6.46067068051215e-13,7.60002895699305e-10,19.038857993803,"PALS2"
2.13105182878919,9.29316973612526,8.52218125292079,9.09718616072801e-13,9.88188233571967e-10,18.7101867112534,"MXRA5"
-2.0126021446194,7.68854953957826,-8.51313671793938,9.47269070409023e-13,9.88188233571967e-10,18.6713390685202,"CNTFR"
1.40620520657559,10.1357911816238,8.50365777173059,9.88287062278195e-13,9.88188233571967e-10,18.6306255296253,"IFITM3"
1.41984024833854,9.83502515025903,8.41464924936174,1.47142197359496e-12,1.33752257399782e-09,18.2483285169211,"BACE2"
-0.834032251361035,7.76518262966193,-8.3443094102661,2.01515439865434e-12,1.75213294192563e-09,17.9462458031661,"BMP8B"
0.859149150164939,9.89541399143128,8.32471477685602,2.19961749214322e-12,1.83283127532834e-09,17.8621027139942,"LAMB1"
1.28549562811601,11.3030355149566,8.22963055613615,3.36424322293338e-12,2.69112543888887e-09,17.4538674269238,"S100A11"
0.710774412221102,10.253093829836,8.21463779427557,3.59730740453916e-12,2.76688282599901e-09,17.3895111107681,"TAP2"
-0.83085550805879,7.56091445920805,-8.19854153946929,3.86550384057938e-12,2.86304984458913e-09,17.3204229487075,"CLCN5"
-1.13022433087851,8.11272885621326,-8.19033308431839,4.00987034742262e-12,2.86390668599134e-09,17.2851927515378,"CRIP1"
-1.40934125260321,7.00690534353357,-8.14343412673235,4.94422240662837e-12,3.4094675754398e-09,17.0839338410605,"KCNH6"
